fighter,punchType,powerpunchType,punchPlacement,punchLanded,partOfCombo,counterpunch,knockdownOrKO,round,timestamp,comment
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:56,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:54,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:47,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:44,
Canelo,powerpunch,hook,head,landed,soloPunch,no,no,1,02:44,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:41,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:41,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,02:40,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:37,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,1,02:36,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,1,02:35,
Canelo,jab,NA,head,missed ,comboPunch,no,no,1,02:35,
Canelo,powerpunch,hook,body,missed ,comboPunch,no,no,1,02:34,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:31,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:30,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,02:28,
Golovkin,powerpunch,hook,body,missed ,soloPunch,no,no,1,02:25,
Canelo,jab,NA,body,landed,soloPunch,no,no,1,02:25,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:22,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:19,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,02:16,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:13,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:12,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,02:10,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:06,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,02:06,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,02:02,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,01:58,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,01:57,
Canelo,powerpunch,hook,head,missed ,comboPunch,no,no,1,01:55,
Canelo,jab,NA,head,missed ,comboPunch,no,no,1,01:55,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,01:50,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,01:45,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,01:43,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,01:43,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,01:42,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,01:37,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,01:36,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,01:34,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,01:33,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,01:31,
Canelo,powerpunch,hook,head,missed ,comboPunch,no,no,1,01:30,
Canelo,powerpunch,cross,head,landed,comboPunch,no,no,1,01:30,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,01:25,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,01:23,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,01:21,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,01:21,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,01:19,
Canelo,jab,NA,head,missed ,comboPunch,no,no,1,01:15,
Canelo,powerpunch,hook,body,missed ,comboPunch,no,no,1,01:15,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,1,01:11,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,01:10,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,01:10,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,01:08,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,01:05,
Golovkin,jab,NA,head,landed,comboPunch,no,no,1,01:02,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,1,01:02,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,00:58,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,1,00:57,
Golovkin,jab,NA,head,landed,comboPunch,no,no,1,00:57,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,00:56,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:56,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:50,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:45,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:42,
Canelo,jab,NA,head,missed ,comboPunch,no,no,1,00:42,
Golovkin,jab,NA,body,missed ,soloPunch,no,no,1,00:41,
Canelo,powerpunch,hook,head,landed,comboPunch,no,no,1,00:41,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:40,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:36,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,00:32,
Golovkin,jab,NA,body,landed,comboPunch,no,no,1,00:32,
Golovkin,powerpunch,hook,body,missed ,comboPunch,no,no,1,00:31,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:28,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,1,00:26,
Golovkin,jab,NA,head,landed,comboPunch,no,no,1,00:26,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:22,
Canelo,jab,NA,head,missed ,comboPunch,no,no,1,00:21,
Canelo,powerpunch,hook,body,missed ,comboPunch,no,no,1,00:21,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:18,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,00:17,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:16,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,00:16,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,00:13,
Golovkin,jab,NA,head,landed,soloPunch,no,no,1,00:09,
Canelo,jab,NA,head,landed,soloPunch,no,no,1,00:07,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:06,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,00:06,
Golovkin,powerpunch,uppercut,body,landed,soloPunch,no,no,1,00:06,
Canelo,hold,NA,NA,NA,NA,no,no,1,00:06,
Canelo,jab,NA,head,missed ,soloPunch,no,no,1,00:00,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,1,00:00,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:51,
Golovkin,jab,NA,body,landed,soloPunch,no,no,2,02:51,
Canelo,jab,NA,head,landed,comboPunch,no,no,2,02:49,
Canelo,jab,NA,head,landed,comboPunch,no,no,2,02:49,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,02:49,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:44,
Golovkin,powerpunch,uppercut,head,missed ,comboPunch,no,no,2,02:43,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,02:43,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,02:42,
Canelo,jab,NA,head,missed ,comboPunch,no,no,2,02:40,
Canelo,powerpunch,hook,head,missed ,comboPunch,no,no,2,02:40,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,02:39,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,02:39,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:33,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,02:30,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,02:29,
Golovkin,jab,NA,body,missed ,soloPunch,no,no,2,02:28,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:23,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:22,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:21,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,02:16,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,02:16,
Golovkin,powerpunch,uppercut,head,missed ,comboPunch,no,no,2,02:16,
Golovkin,jab,NA,head,landed,comboPunch,no,no,2,02:15,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,02:14,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,02:14,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:12,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,02:11,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,02:10,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,02:09,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:09,
Canelo,jab,NA,head,missed ,comboPunch,no,no,2,02:06,
Canelo,powerpunch,hook,body,landed,comboPunch,no,no,2,02:06,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:03,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,02:03,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,02:03,
Canelo,powerpunch,hook,head,landed,soloPunch,no,no,2,02:01,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:59,
Canelo,powerpunch,uppercut,head,missed ,soloPunch,no,no,2,01:57,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,01:55,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,01:55,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,01:52,
Canelo,powerpunch,hook,body,missed ,soloPunch,no,no,2,01:52,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,01:50,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:49,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:45,
Canelo,jab,NA,head,missed ,comboPunch,no,no,2,01:43,
Canelo,powerpunch,uppercut,head,missed ,comboPunch,no,no,2,01:43,
Canelo,jab,NA,head,missed ,comboPunch,no,no,2,01:42,
Golovkin,powerpunch,hook,head,missed ,comboPunch,no,no,2,01:39,
Golovkin,powerpunch,cross,head,missed ,comboPunch,no,no,2,01:38,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:36,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,01:36,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,01:34,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,01:33,
Golovkin,powerpunch,hook,head,missed ,comboPunch,no,no,2,01:32,
Canelo,jab,NA,body,missed ,comboPunch,no,no,2,01:32,
Canelo,powerpunch,uppercut,head,missed ,comboPunch,no,no,2,01:32,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,2,01:31,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:29,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:27,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:26,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:20,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,01:20,
Golovkin,jab,NA,body,landed,soloPunch,no,no,2,01:17,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,2,01:14,
Canelo,powerpunch,hook,head,landed,soloPunch,no,no,2,01:14,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:14,
Canelo,jab,NA,body,missed ,soloPunch,no,no,2,01:12,
Golovkin,powerpunch,hook,head,landed,soloPunch,no,no,2,01:12,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,01:10,
Canelo,jab,NA,head,missed ,comboPunch,no,no,2,01:09,
Canelo,jab,NA,head,missed ,comboPunch,no,no,2,01:08,
Canelo,jab,NA,head,missed ,comboPunch,no,no,2,01:08,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,01:06,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,2,01:06,
Canelo,powerpunch,hook,head,missed ,comboPunch,no,no,2,01:04,
Canelo,powerpunch,cross,head,missed ,comboPunch,no,no,2,01:04,
Canelo,jab,NA,body,missed ,comboPunch,no,no,2,01:02,
Canelo,powerpunch,hook,body,missed ,comboPunch,no,no,2,01:02,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,00:59,
Canelo,powerpunch,hook,body,missed ,soloPunch,no,no,2,00:58,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,00:57,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:57,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,00:57,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:53,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:51,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,2,00:50,
Golovkin,powerpunch,cross,head,missed ,comboPunch,no,no,2,00:50,
Golovkin,powerpunch,hook,head,landed,comboPunch,no,no,2,00:50,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,00:48,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,2,00:46,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,00:46,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:41,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:39,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,00:38,
Canelo,powerpunch,hook,head,missed ,soloPunch,no,no,2,00:37,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,00:36,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:33,
Canelo,powerpunch,hook,body,landed,comboPunch,no,no,2,00:32,
Canelo,powerpunch,cross,head,missed ,comboPunch,no,no,2,00:32,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:29,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,00:25,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,2,00:24,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,2,00:22,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:20,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,00:19,
Golovkin,jab,NA,body,missed ,soloPunch,no,no,2,00:19,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:16,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,00:14,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:13,
Canelo,jab,NA,head,missed ,soloPunch,no,no,2,00:13,
Canelo,powerpunch,hook,head,missed ,soloPunch,no,no,2,00:13,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:09,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:08,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,00:05,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,2,00:04,
Canelo,jab,NA,head,landed,soloPunch,no,no,2,00:04,
Golovkin,jab,NA,head,landed,soloPunch,no,no,2,00:00,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,02:53,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,3,02:53,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:52,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:50,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:48,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:46,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:43,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:41,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,02:41,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,02:39,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:36,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,02:36,
Golovkin,powerpunch,uppercut,head,missed ,soloPunch,no,no,3,02:36,
Canelo,hold,NA,NA,NA,NA,no,no,3,02:36,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,02:28,
Canelo,jab,NA,body,landed,soloPunch,no,no,3,02:25,
Golovkin,jab,NA,head,landed,comboPunch,no,no,3,02:22,
Golovkin,powerpunch,hook,head,missed ,comboPunch,no,no,3,02:22,
Canelo,jab,NA,body,landed,soloPunch,no,no,3,02:21,
Golovkin,jab,NA,head,landed,soloPunch,no,no,3,02:20,
Golovkin,powerpunch,uppercut,head,missed ,soloPunch,no,no,3,02:19,
Canelo,powerpunch,uppercut,head,missed ,soloPunch,no,no,3,02:18,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,02:14,
Golovkin,jab,NA,head,landed,soloPunch,no,no,3,02:13,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:11,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,3,02:10,
Golovkin,powerpunch,cross,head,missed ,comboPunch,no,no,3,02:10,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,3,02:07,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:06,
Canelo,jab,NA,body,missed ,comboPunch,no,no,3,02:04,
Canelo,powerpunch,hook,body,missed ,comboPunch,no,no,3,02:04,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,02:00,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,01:55,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,01:48,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,3,01:48,
Canelo,powerpunch,cross,head,missed ,soloPunch,no,no,3,01:47,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:45,
Canelo,jab,NA,body,missed ,soloPunch,no,no,3,01:43,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:43,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:39,
Canelo,powerpunch,hook,body,missed ,soloPunch,no,no,3,01:37,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,3,01:37,
Canelo,jab,NA,head,landed,comboPunch,no,no,3,01:37,
Canelo,powerpunch,cross,head,missed ,comboPunch,no,no,3,01:36,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:32,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:29,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,01:28,
Golovkin,jab,NA,head,landed,comboPunch,no,no,3,01:28,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,3,01:28,
Canelo,powerpunch,cross,head,missed ,soloPunch,no,no,3,01:27,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,3,01:25,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:23,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,01:22,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,3,01:20,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,01:19,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:19,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:15,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:14,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,3,01:13,
Canelo,powerpunch,hook,head,missed ,soloPunch,no,no,3,01:10,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,01:08,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,01:07,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:02,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,01:01,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:59,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:58,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,3,00:54,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,3,00:54,
Golovkin,powerpunch,cross,head,missed ,comboPunch,no,no,3,00:54,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,3,00:52,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,00:49,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,3,00:49,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,3,00:48,
Canelo,powerpunch,uppercut,head,missed ,soloPunch,no,no,3,00:47,
Golovkin,jab,NA,head,landed,soloPunch,no,no,3,00:45,
Golovkin,powerpunch,hook,head,landed,soloPunch,no,no,3,00:44,
Canelo,powerpunch,hook,body,landed,soloPunch,no,no,3,00:42,
Golovkin,powerpunch,hook,head,landed,soloPunch,no,no,3,00:42,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:41,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,00:40,
Golovkin,jab,NA,body,missed ,soloPunch,no,no,3,00:38,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,3,00:37,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:36,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,00:35,
Golovkin,powerpunch,uppercut,head,missed ,soloPunch,no,no,3,00:35,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:33,
Canelo,powerpunch,cross,body,missed ,soloPunch,no,no,3,00:32,
Canelo,powerpunch,uppercut,head,landed,soloPunch,no,no,3,00:32,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:31,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,00:29,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,00:28,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:25,
Canelo,jab,NA,body,missed ,soloPunch,no,no,3,00:25,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,3,00:25,
Canelo,powerpunch,hook,body,landed,comboPunch,no,no,3,00:25,
Canelo,powerpunch,hook,head,landed,comboPunch,no,no,3,00:24,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,3,00:24,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:23,
Canelo,jab,NA,head,missed ,soloPunch,no,no,3,00:22,
Golovkin,jab,NA,head,landed,soloPunch,no,no,3,00:20,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,00:19,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:16,
Canelo,powerpunch,hook,head,missed ,comboPunch,no,no,3,00:16,
Canelo,powerpunch,uppercut,body,missed ,comboPunch,no,no,3,00:15,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,3,00:12,
Canelo,hold,NA,NA,NA,NA,no,no,3,00:11,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:05,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,3,00:04,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,00:03,
Golovkin,jab,NA,head,landed,soloPunch,no,no,3,00:03,
Canelo,jab,NA,head,landed,soloPunch,no,no,3,00:02,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,4,02:53,
Golovkin,powerpunch,hook,body,landed,comboPunch,no,no,4,02:53,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,4,02:52,
Canelo,jab,NA,head,landed,soloPunch,no,no,4,02:52,
Golovkin,jab,NA,head,landed,soloPunch,no,no,4,02:51,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:50,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:48,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:46,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,02:45,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:44,
Golovkin,powerpunch,uppercut,head,missed ,soloPunch,no,no,4,02:43,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:42,
Canelo,powerpunch,hook,head,missed ,soloPunch,no,no,4,02:40,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,02:38,
Golovkin,jab,NA,body,missed ,soloPunch,no,no,4,02:38,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,02:37,
Canelo,jab,NA,head,missed ,comboPunch,no,no,4,02:36,
Canelo,jab,NA,head,missed ,comboPunch,no,no,4,02:36,
Canelo,powerpunch,hook,body,missed ,comboPunch,no,no,4,02:36,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,4,02:33,
Canelo,powerpunch,hook,body,missed ,soloPunch,no,no,4,02:33,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,02:32,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:32,
Canelo,powerpunch,hook,body,landed,comboPunch,no,no,4,02:29,
Canelo,powerpunch,hook,head,missed ,comboPunch,no,no,4,02:29,
Canelo,powerpunch,uppercut,body,missed ,soloPunch,no,no,4,02:27,
Canelo,powerpunch,hook,body,missed ,soloPunch,no,no,4,02:26,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:24,
Canelo,powerpunch,hook,head,missed ,soloPunch,no,no,4,02:23,
Canelo,jab,NA,body,landed,soloPunch,no,no,4,02:22,
Canelo,powerpunch,uppercut,head,missed ,soloPunch,no,no,4,02:21,
Golovkin,powerpunch,hook,body,landed,soloPunch,no,no,4,02:20,
Canelo,powerpunch,hook,head,landed,soloPunch,no,no,4,02:20,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:19,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,4,02:18,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,4,02:17,
Canelo,powerpunch,hook,head,missed ,comboPunch,no,no,4,02:17,
Canelo,powerpunch,uppercut,head,missed ,comboPunch,no,no,4,02:17,
Canelo,jab,NA,head,missed ,comboPunch,no,no,4,02:16,
Canelo,powerpunch,cross,body,missed ,comboPunch,no,no,4,02:15,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,02:14,
Canelo,powerpunch,hook,head,missed ,soloPunch,no,no,4,02:13,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,02:13,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:13,
Golovkin,jab,NA,head,landed,soloPunch,no,no,4,02:11,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:10,
Golovkin,powerpunch,uppercut,head,missed ,soloPunch,no,no,4,02:08,
Canelo,powerpunch,hook,body,landed,soloPunch,no,no,4,02:08,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:07,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:06,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,4,02:04,
Golovkin,jab,NA,head,landed,soloPunch,no,no,4,02:03,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,02:02,
Golovkin,powerpunch,hook,head,missed ,soloPunch,no,no,4,02:00,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,02:00,
Golovkin,jab,NA,head,landed,soloPunch,no,no,4,02:00,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,01:58,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,01:55,
Golovkin,powerpunch,uppercut,head,missed ,soloPunch,no,no,4,01:55,
Canelo,powerpunch,uppercut,head,missed ,soloPunch,no,no,4,01:55,
Golovkin,powerpunch,cross,head,missed ,soloPunch,no,no,4,01:53,
Canelo,powerpunch,hook,body,missed ,comboPunch,no,no,4,01:52,
Canelo,powerpunch,cross,head,missed ,comboPunch,no,no,4,01:52,
Canelo,jab,NA,head,landed,soloPunch,no,no,4,01:50,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,01:48,
Canelo,jab,NA,body,missed ,soloPunch,no,no,4,01:48,
Golovkin,jab,NA,head,missed ,soloPunch,no,no,4,01:46,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,01:46,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,4,01:44,
Golovkin,jab,NA,head,missed ,comboPunch,no,no,4,01:44,
Golovkin,jab,NA,body,landed,comboPunch,no,no,4,01:44,
Canelo,jab,NA,body,missed ,soloPunch,no,no,4,01:42,
Canelo,jab,NA,head,missed ,soloPunch,no,no,4,01:40,
